reaction_id,reactants,products,rate_constant,reaction_family,reaction_phase,publication_string,publication_doi,underlying_data_publication_string,underlying_data_publication_doi,Notes
R362,XO2+RCO3,ETHP+CO2,2.5000E-12*exp(5.0000E+02/T),CRACMM3,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,CRACMM3: added CO2 as product.
R363,XO2+XO2,,7.1300E-17*exp(2.9500E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
TRP41,APIP2+APIP1,0.96000*VHOM+0.48000*ROH+0.48000*PINAL+0.48000*HO+0.48000*HO2+0.04000*VELHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP42,APIP2+LIMP1,0.96000*VHOM+0.48000*ROH+0.48000*LIMAL+0.48000*HO+0.48000*HO2+0.04000*VELHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP43,APIP2+ISOP,0.96000*VHOM+0.48000*ROH+0.48000*HCHO+0.48000*MVK+0.48000*HO+0.48000*HO2+0.04000*VELHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP44,LIMP2+APIP1,0.96000*VHOM+0.48000*ROH+0.48000*PINAL+0.48000*HO+0.48000*HO2+0.04000*VELHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP45,LIMP2+LIMP1,0.96000*VHOM+0.48000*ROH+0.48000*LIMAL+0.48000*HO+0.48000*HO2+0.04000*VELHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP46,LIMP2+ISOP,0.96000*VHOM+0.48000*ROH+0.48000*HCHO+0.48000*MVK+0.48000*HO+0.48000*HO2+0.04000*VELHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP47,APINP2+APIP1,0.96000*VHOM+0.48000*ROH+0.48000*PINAL+0.48000*NO2+0.48000*HO2+0.04000*VELHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP48,APINP2+LIMP1,0.96000*VHOM+0.48000*ROH+0.48000*LIMAL+0.48000*NO2+0.48000*HO2+0.04000*VELHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP49,APINP2+ISOP,0.96000*VHOM+0.48000*ROH+0.48000*HCHO+0.48000*MVK+0.48000*NO2+0.48000*HO2+0.04000*VELHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP50,LIMNP2+APIP1,0.96000*VHOM+0.48000*ROH+0.48000*PINAL+0.48000*NO2+0.48000*HO2+0.04000*VELHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP51,LIMNP2+LIMP1,0.96000*VHOM+0.48000*ROH+0.48000*LIMAL+0.48000*NO2+0.48000*HO2+0.04000*VELHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP52,LIMNP2+ISOP,0.96000*VHOM+0.48000*ROH+0.48000*HCHO+0.48000*MVK+0.48000*NO2+0.48000*HO2+0.04000*VELHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
RAM17,IEPOX+HO,HO,5.7800E-11*exp(-4.0000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R001c,VROCIOXY+HO,0.85200*ETHP+0.14900*ASOATJ,6.8900E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R002c,SLOWROC+HO,ETHP+0.00101*ASOATJ,6.5500E-14,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
T17,ACRO+HO,0.57000*MACP+0.43000*MCP,8.0000E-12*exp(3.8000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
T18,ACRO+O3,0.84000*CO+0.56000*HO2+0.28000*HO+0.72000*HCHO+0.62000*GLY+0.20000*CO2,2.9000E-19,CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,CRACMM3: added CO2 as product.
T19,ACRO+NO3,0.68000*HCHO+0.32000*MACP+0.68000*XO2+0.68000*MGLY+0.32000*HNO3+0.68000*NO2,3.4000E-15,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
T20,ACRO,CO+0.47700*HO2+0.25000*ETE+0.35400*ACO3+0.20400*HO+0.15000*HCHO+0.02700*MO2,ACRO_09,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
T10,BDE13+HO,0.66700*BDE13P+0.33300*UALD+0.33300*HO2,1.4800E-11*exp(4.4800E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,Introduced in CRACMM1 based on chemistry generated by SAPRC-18 MechGen utility (Carter et al. 2020) and stable products predicted by MCMv3.3.1. 
T10a,BDE13P+NO,0.96800*HO2+0.96800*NO2+0.89500*ACRO+0.89500*HCHO+0.07200*FURAN+0.03200*ONIT,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,NA,NA,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,Introduced in CRACMM1 based on chemistry generated by SAPRC-18 MechGen utility (Carter et al. 2020) and stable products predicted by MCMv3.3.1. Rate constant updated to be temperature dependent based on MCM in CRACMM3.
T10b,BDE13P+NO3,HO2+NO2+0.92500*ACRO+0.92500*HCHO+0.07500*FURAN,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,Introduced in CRACMM1 based on chemistry generated by SAPRC-18 MechGen utility (Carter et al. 2020) and stable products predicted by MCMv3.3.1. 
T10c,BDE13P+HO2,OP2,1.9300E-13*exp(1.3000E+03/T),CRACMM1,gas,NA,NA,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,Introduced in CRACMM1 based on chemistry generated by SAPRC-18 MechGen utility (Carter et al. 2020) and stable products predicted by MCMv3.3.1. Rate constant updated to be temperature dependent based on Wennberg et al. (2018 Chem Rev) Equation 8 and nC and nO of structure.
T10d,BDE13P+MO2,0.32000*MOH+1.14300*HCHO+0.87000*HO2+0.46300*ACRO+0.25000*OLT+0.23100*MVK+0.03700*FURAN+0.01900*UALD,2.3900E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,Introduced in CRACMM1 based on chemistry generated by SAPRC-18 MechGen utility (Carter et al. 2020) and stable products predicted by MCMv3.3.1. 
T10e,BDE13P+ACO3,0.70000*MO2+0.30000*ORA2+0.80000*HO2+0.74000*ACRO+0.74000*HCHO+0.18500*MVK+0.06000*FURAN+0.01500*UALD+0.70000*CO2,1.3700E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,Introduced in CRACMM1 based on chemistry generated by SAPRC-18 MechGen utility (Carter et al. 2020) and stable products predicted by MCMv3.3.1. 
T11,BDE13+O3,0.62000*ACRO+0.63000*CO+0.42000*HO2+0.08000*HO+0.83000*HCHO+0.17000*ETE,1.3400E-14*exp(-2.2830E+03/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,Introduced in CRACMM1 based on chemistry generated by SAPRC-18 MechGen utility (Carter et al. 2020) and stable products predicted by MCMv3.3.1. 
T12,BDE13+NO3,0.90000*OLNN+0.10000*OLND+0.90000*ACRO,1.0000E-13,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,Introduced in CRACMM1 based on chemistry generated by SAPRC-18 MechGen utility (Carter et al. 2020) and stable products predicted by MCMv3.3.1. 
R003c,FURAN+HO,0.49000*DCB1+0.49000*HO2+0.51000*FURANO2,5.0100E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R004c,FURANO2+NO,0.08000*ONIT+0.92000*NO2+0.92000*FURANONE+0.75000*HO2+0.17000*MO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R005c,FURANO2+HO2,0.60000*OP2+0.40000*FURANONE+0.40000*HO+0.32000*HO2+0.08000*MO2,3.7500E-13*exp(9.8000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R006c,FURANONE+HO,0.65000*KET+0.31000*GLY+0.66000*HO2+0.34000*MO2+0.43000*CO+0.04000*ASOATJ,4.4000E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R007c,FURAN+O3,0.02000*HO+ALD,3.4300E-17,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R008c,FURAN+NO3,NO2+0.80000*DCB1+0.20000*DCB3,8.9900E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R010c,PROG+HO,0.61300*HKET+0.38700*ALD+HO2,1.2000E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R011c,SESQ+NO3,SESQNRO2,1.9000E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R012c,SESQNRO2+HO2,VROCP0OXY4,2.8400E-13*exp(1.3000E+03/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R013c,SESQNRO2+NO,VROCP3OXY2+2.00000*NO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R014c,SESQNRO2+NO3,VROCP3OXY2+2.00000*NO2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R015c,SESQ+O3,0.98200*VROCP3OXY2+0.01800*VROCN2OXY2,1.2000E-14,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R016c,SESQ+HO,SESQRO2,1.9700E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R017c,SESQRO2+HO2,VROCP0OXY2,2.8400E-13*exp(1.3000E+03/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R019c,SESQRO2+NO3,VROCP3OXY2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R020c,SESQRO2+NO,0.24700*VROCP1OXY3+0.75300*VROCP3OXY2+0.75300*NO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
HET_GLY,GLY,AGLYOLIGJ,HETERO_GLY,CRACMM1,mixed,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,Pye et al. 2015,https://doi.org/10.1021/acs.est.5b03738,"Originally introduced in AERO module by Pye et al. 2015. Original rate from Liggio et al. (2005, JGR) retained in CRACMM. Product name updated in CRACMM3 (same structure)."
HET_MGLY,MGLY,AGLYOLIGJ,HETERO_MGLY,CRACMM1,mixed,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,Pye et al. 2015,https://doi.org/10.1021/acs.est.5b03738,"Originally introduced in AERO module by Pye et al. 2015. Original rate from Liggio et al. (2005, JGR) retained in CRACMM. Product name updated in CRACMM3 (same structure)."
HET_NO2,NO2,0.50000*HONO+0.50000*HNO3,HETERO_NO2,CRACMM1,mixed,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
HET_HO2,HO2,,HETERO_HO2,CRACMM2,mixed,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Ivatt et al. 2022,https://doi.org/10.1038/s41561-022-00972-9,"HO2 radical uptake is based on Ivatt et al., 2022."
HET_NO3,NO3,HNO3,HETERO_NO3,CRACMM2,mixed,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Zhu et al. 2024,https://doi.org/10.5194/acp-24-5265-2024,"NO3 radical uptake is based on Jacob, 2000 and Zhu et al., 2023."
HAL_Ozone,O3,,SEAWATER*minof1.065E-12*exp(1.391E+01*P),CRACMM3,gas,Sarwar et al. 2015,https://doi.org/10.1021/acs.est.5b01657,NA,NA,Reaction introduced in CRACMM1. Parameters were refit in CRACMM3 based on hemispheric simulations with detailed chemistry.
HET_IEPOX,IEPOX,IEPOXP,HETERO_IEPOX,CRACMM1,mixed,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,Pye et al. 2013,https://doi.org/10.1021/es402106h,NA
HET_ISO3TET,IEPOXP,AISO3NOSJ,HETERO_ISO3NOSJ,CRACMM1,mixed,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,Pye et al. 2013,https://doi.org/10.1021/es402106h,NA
HET_IEPOXOS,IEPOXP+ASO4J,AISO3OSJ,HETERO_ISO3OSJ,CRACMM1,mixed,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,Pye et al. 2013,https://doi.org/10.1021/es402106h,NA
HET_IPX,IPX,AISO4J,2.0000E+00HETERO_IEPOX,CRACMM2,mixed,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Heterogeneous uptake of isoprene derived nitrates (INALD) and isoprene derived tetrafunctional compounds (IPX) are set to be proportional to IEPOX uptake.
HET_INALD,INALD,AISO5J+HNO3,5.0000E-01HETERO_IEPOX,CRACMM2,mixed,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Heterogeneous uptake of isoprene derived nitrates (INALD) and isoprene derived tetrafunctional compounds (IPX) are set to be proportional to IEPOX uptake.
ROCALK1c,VROCP6ALK+HO,VROCP6ALKP,1.5300E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK2c,VROCP5ALK+HO,VROCP5ALKP,1.6800E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK3c,VROCP4ALK+HO,VROCP4ALKP,2.2400E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK4c,VROCP3ALK+HO,VROCP3ALKP,2.6700E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK5c,VROCP2ALK+HO,VROCP2ALKP,3.0900E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK6c,VROCP1ALK+HO,VROCP1ALKP,3.3800E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
HC1001,HC10+HO,HC10P,1.1000E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK7c,VROCP6ALKP+NO,0.72000*VROCP6ALKP2+0.28000*VROCP4OXY2+0.72000*NO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK8c,VROCP5ALKP+NO,0.72000*VROCP5ALKP2+0.28000*VROCP3OXY2+0.72000*NO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK9c,VROCP4ALKP+NO,0.72000*VROCP4ALKP2+0.28000*VROCP2OXY2+0.72000*NO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK10c,VROCP3ALKP+NO,0.72000*VROCP3ALKP2+0.28000*VROCP1OXY1+0.72000*NO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK11c,VROCP2ALKP+NO,0.72000*VROCP2ALKP2+0.28000*VROCP0OXY2+0.72000*NO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK12c,VROCP1ALKP+NO,0.72000*VROCP1ALKP2+0.28000*VROCN1OXY1+0.72000*NO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
HC1002,HC10P+NO,0.74000*HC10P2+0.26000*ONIT+0.74000*NO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK13c,VROCP6ALKP+NO3,VROCP6ALKP2+NO2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK14c,VROCP5ALKP+NO3,VROCP5ALKP2+NO2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK15c,VROCP4ALKP+NO3,VROCP4ALKP2+NO2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK16c,VROCP3ALKP+NO3,VROCP3ALKP2+NO2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK17c,VROCP2ALKP+NO3,VROCP2ALKP2+NO2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK18c,VROCP1ALKP+NO3,VROCP1ALKP2+NO2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
HC1003,HC10P+NO3,HC10P2+NO2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK19c,VROCP6ALKP+HO2,VROCP3OXY2,2.6800E-13*exp(1.3000E+03/T),CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,Introduced in CRACMM1 based on GECKO-A chemistry. Updated in CRACMM3 to have temperature dependent rate constant following Wennberg et al. (2018 Chem Rev Equation 8).
ROCALK20c,VROCP5ALKP+HO2,VROCP2OXY2,2.7100E-13*exp(1.3000E+03/T),CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,Introduced in CRACMM1 based on GECKO-A chemistry. Updated in CRACMM3 to have temperature dependent rate constant following Wennberg et al. (2018 Chem Rev Equation 8).
ROCALK21c,VROCP4ALKP+HO2,VROCP1OXY1,2.7800E-13*exp(1.3000E+03/T),CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,Introduced in CRACMM1 based on GECKO-A chemistry. Updated in CRACMM3 to have temperature dependent rate constant following Wennberg et al. (2018 Chem Rev Equation 8).
ROCALK22c,VROCP3ALKP+HO2,VROCP0OXY2,2.8000E-13*exp(1.3000E+03/T),CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,Introduced in CRACMM1 based on GECKO-A chemistry. Updated in CRACMM3 to have temperature dependent rate constant following Wennberg et al. (2018 Chem Rev Equation 8).
ROCALK23c,VROCP2ALKP+HO2,VROCN1OXY1,2.8100E-13*exp(1.3000E+03/T),CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,Introduced in CRACMM1 based on GECKO-A chemistry. Updated in CRACMM3 to have temperature dependent rate constant following Wennberg et al. (2018 Chem Rev Equation 8).
ROCALK24c,VROCP1ALKP+HO2,VROCN2OXY2,2.8100E-13*exp(1.3000E+03/T),CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,Introduced in CRACMM1 based on GECKO-A chemistry. Updated in CRACMM3 to have temperature dependent rate constant following Wennberg et al. (2018 Chem Rev Equation 8).
HC1004,HC10P+HO2,OP2,2.6600E-13*exp(1.3000E+03/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK25c,VROCP6ALKP2,HO2+VROCP3OXY2,1.8800E-01,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK26c,VROCP5ALKP2,HO2+VROCP2OXY2,1.8800E-01,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK27c,VROCP4ALKP2,HO2+VROCP1OXY1,1.8800E-01,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK28c,VROCP3ALKP2,HO2+VROCP0OXY2,1.8800E-01,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK29c,VROCP2ALKP2,HO2+VROCN1OXY1,1.8800E-01,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK30c,VROCP1ALKP2,HO2+VROCN2OXY2,1.8800E-01,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
HC1005,HC10P2,HO2+VROCP4OXY2,1.8800E-01,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK31c,VROCP6ALKP2+NO,0.14000*VROCP2OXY2+0.86000*NO2+0.86000*VROCP3OXY2+0.86000*HO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK32c,VROCP5ALKP2+NO,0.14000*VROCP1OXY3+0.86000*NO2+0.86000*VROCP2OXY2+0.86000*HO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK33c,VROCP4ALKP2+NO,0.14000*VROCP0OXY2+0.86000*NO2+0.86000*VROCP1OXY1+0.86000*HO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK34c,VROCP3ALKP2+NO,0.14000*VROCN1OXY1+0.86000*NO2+0.86000*VROCP0OXY2+0.86000*HO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK35c,VROCP2ALKP2+NO,0.14000*VROCN2OXY2+0.86000*NO2+0.86000*VROCN1OXY1+0.86000*HO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK36c,VROCP1ALKP2+NO,VROCN2OXY2+0.86000*NO2+0.86000*HO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
HC1006,HC10P2+NO,0.12000*ONIT+0.88000*NO2+0.88000*KET+0.88000*HO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK37c,VROCP6ALKP2+NO3,NO2+VROCP3OXY2+HO2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK38c,VROCP5ALKP2+NO3,NO2+VROCP2OXY2+HO2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK39c,VROCP4ALKP2+NO3,NO2+VROCP1OXY1+HO2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK40c,VROCP3ALKP2+NO3,NO2+VROCP0OXY2+HO2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK41c,VROCP2ALKP2+NO3,NO2+VROCN1OXY1+HO2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK42c,VROCP1ALKP2+NO3,NO2+VROCN2OXY2+HO2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
HC1007,HC10P2+NO3,NO2+KET+HO2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK43c,VROCP6ALKP2+HO2,VROCP1OXY3,2.7100E-13*exp(1.3000E+03/T),CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,Introduced in CRACMM1 based on GECKO-A chemistry + Praske et al. autoxidation. Updated in CRACMM3 to have temperature dependent rate constant following Wennberg et al. (2018 Chem Rev Equation 8).
ROCALK44c,VROCP5ALKP2+HO2,VROCP0OXY2,2.7300E-13*exp(1.3000E+03/T),CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,Introduced in CRACMM1 based on GECKO-A chemistry + Praske et al. autoxidation. Updated in CRACMM3 to have temperature dependent rate constant following Wennberg et al. (2018 Chem Rev Equation 8).
ROCALK45c,VROCP4ALKP2+HO2,VROCN1OXY1,2.7800E-13*exp(1.3000E+03/T),CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,Introduced in CRACMM1 based on GECKO-A chemistry + Praske et al. autoxidation. Updated in CRACMM3 to have temperature dependent rate constant following Wennberg et al. (2018 Chem Rev Equation 8).
ROCALK46c,VROCP3ALKP2+HO2,VROCN2OXY2,2.8000E-13*exp(1.3000E+03/T),CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,Introduced in CRACMM1 based on GECKO-A chemistry + Praske et al. autoxidation. Updated in CRACMM3 to have temperature dependent rate constant following Wennberg et al. (2018 Chem Rev Equation 8).
